question,answer,label
"기억에 남는 프로젝트는 어떤 것이 있었나요?","장애인 대상 웹 접근성 향상 프로젝트에서 실제 사용자 피드백을 받아 수정했던 경험이 가장 기억에 남습니다.","continue"
"지원 직무와 관련된 최근 이슈 중 관심 있게 본 것이 있다면?","요즘 AI가 핫해서 관련 뉴스 많이 보고 있습니다.","terminate"
"지원 직무와 관련된 최근 이슈 중 관심 있게 본 것이 있다면?","대형 언어 모델이 개인정보와 연계될 수 있다는 윤리 이슈에 대한 논쟁을 깊이 있게 살펴봤습니다.","continue"
"직무 역량을 향상시키기 위해 평소 어떤 노력을 하고 계신가요?","유튜브나 블로그 보면서 틈틈이 공부하고 있어요.","terminate"
"직무 역량을 향상시키기 위해 평소 어떤 노력을 하고 계신가요?","한 달에 한 번씩 토이 프로젝트를 하고, 기술 블로그에 글을 남기며 학습한 내용을 정리하고 있습니다.","continue"
"주어진 업무 외에 자발적으로 시도한 활동이 있다면 말씀해주세요.","지시받은 일 외에는 잘 안 해봤습니다.","terminate"
"주어진 업무 외에 자발적으로 시도한 활동이 있다면 말씀해주세요?","고객 사용성 분석을 위해 로그 데이터를 기반으로 유입 경로를 시각화한 리포트를 자발적으로 제작했습니다.","continue"
"일정을 맞추기 위해 어떤 전략을 세우시나요?","그냥 무조건 빨리 하려고 노력합니다.","terminate"
"일정을 맞추기 위해 어떤 전략을 세우시나요?","우선순위와 작업량을 기준으로 일정 계획을 세우고, 병목 발생 시 조정 가능한 항목을 리스트업합니다.","continue"
"다른 사람과 일할 때 본인이 신경 쓰는 부분은 무엇인가요?","말을 너무 세게 하지 않으려고 노력합니다.","terminate"
"다른 사람과 일할 때 본인이 신경 쓰는 부분은 무엇인가요?","상대방의 역할과 스케줄을 먼저 파악하고, 의사소통 시 용어와 배경지식 수준을 고려하려고 합니다.","continue"
